Reference code	Original Reference No	Location code	Title	Other title 1	Other title 2	Other title 3	Other title 4	Creator	Date (start) YYYY	start confirm	Date (end) YYYY	end confirm	Level of description	Extent	Medium	Language	Administrative history	Content	Condition governing access	Related unit(s) of description	Other notes	Internal only notes	Complete or not	Status review required	Date of collection	Source	Acquisition method	Material type	Record disclosure counter	Condition	Archivist's remarks	Archival history	Conservation related issues	Master reference code	Name & Subject	Important item(s)
SEK-6-208		D04/05	Major Contractors Limited - executive conferences 4	________					1957		1958			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains executive communications as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F			1958						Major Contractors Limited	
SEK-6-209		D04/05	Major Contractors Limited - executive conferences 5 and weekly financial statements	________					1958		1963			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains executive communications and weekly financial statements as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F			1963						Major Contractors Limited	
SEK-6-210		D04/06	Major Contractors Limited - Tai Lam Chung - general 1	________					1952		1955			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to the Tai Lam Chung Project as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-211		D04/06	Major Contractors Limited - Tai Lam Chung - the Water Authority	________					1952		1959			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to the Tai Lam Chung Project as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-212		D04/06	Major Contractors Limited - Tai Lam Chung - chief resident engineer 1	________					1952		1953			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to the Tai Lam Chung Project as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-213		D04/06	Major Contractors Limited - Tai Lam Chung - chief resident engineer 2	________					1954		1955			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to the Tai Lam Chung Project as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-214		D04/06	Major Contractors Limited - Tai Lam Chung - chief resident engineer 3	________					1955					1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to the Tai Lam Chung Project as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-215		D04/07	Major Contractors Limited - Tai Lam Chung - chief resident engineer 4	________					1956					1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to the Tai Lam Chung Project as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-216		D04/07	Major Contractors Limited - Tai Lam Chung - chief resident engineer 5	________					1957		1959			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to the Tai Lam Chung Project as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F			1959						Major Contractors	
SEK-6-217		D04/07	Major Contractors Limited - claims-P.W.D. contract 20/1954 ; tunnels-Tai Lam Chung Water Supply Scheme	________					1957		1959			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to the Tai Lam Chung Project as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-218		D04/07	Major Contractors Limited - tunnels - general	________					1953		1958			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to potential tunnel projects as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-219		D04/07	Major Contractors Limited - tunnels - leaks and repairs (PWD 20/1954)	________					1958		1960			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence with the public water authorities relating to potential tunnel projects as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-220		D04/07	Major Contractors Limited - tunnels - water authority	________					1954		1955			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to potential tunnel projects as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-221		D04/07	Major Contractors Limited - tunnels - C R Engineer	________					1953		1958			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence relating to potential tunnel projects as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-222		D04/07	Major Contractors Limited - tunnels - executive conferences	________					1954		1956			2	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains executive communications relating to potential tunnel projects as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-223		D04/08	Major Contractors Limited - claims arising in connection with Tai Lam Chung Tunnel contract no. 20/1954: extra copies	________					1956		1957			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains documentation including contracts relating to the Tai Lam Chung Tunnel as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-224		D04/08	Major Contractors Limited - Government file 2	________					1956		1959			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence between Hong Kong governement officers and company management as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-225		D04/08	Major Contractors Limited - Government file 3	________					1959		1963			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence between Hong Kong governement officers and company management as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-226		D04/08	Major Contractors Limited - Lan Tao Dam (Shek Pik) 1	________					1957		1959			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding the Lantao Dam project at Shek Pik as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-227		D04/08	Major Contractors Limited - Lan Tao Dam (Shek Pik) 2	________					1959		1960			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding the Lantao Dam project at Shek Pik as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-228		D04/08	Major Contractors Limited - Contract 147/58 aggregate for Shek Pik	________					1958		1960			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding the Lantao Dam project at Shek Pik as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-229		D04/08	Major Contractors Limited - Construction of S. Lantao Road from Cheung Sha to Shek Pik (PWD Contract no. 132 / 1957)	________					1958		1960			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding the Lantao Dam project at Shek Pik as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-230		D04/08	Major Contractors Limited - Shing Mun	________					1954					1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding the Shing Mun project as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-231		D04/08	Major Contractors Limited - North Point housing Scheme	________					1956					1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding theNorth Point Housing Scheme as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-232		D04/08	Major Contractors Limited - Circular 42 & Ex. Con. 370 - A. bonus to active contractor ; B. Directors' fees	________					1957		1960			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regardingdirectors fees and compensation for employees as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-233		D04/09	Major Contractors Limited - for filing weekly labour report, transportation & quarry output	________					1958		1959			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding weekly labor reports, transportation reports, and quarry output reports as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-234		D04/09	Major Contractors Limited - Mr Lam's file on Taipo Road Quarry	________					1953		1956			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding the Taipo Road Quarry as collected by manager Lam. 	1				FALSE	FALSE		SGB 22F										
SEK-6-235		D04/09	Major Contractors Limited - Squatters quarry at Tai Wo Ping	________					1957		1958			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding squatters at the Tai Wo Ping Quarry as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-236		D04/09	Major Contractors Limited - Kadoorie's copies of monthly accounts	________					1955					1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains monthly accounting reports as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-237		D04/09	Major Contractors Limited - new Kadoorie Hospital	________					1956					1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding the construction of the new Kadoorie Hospital as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-238		D04/09	Major Contractors Limited - Box Culverts & drainage works in Choi Hung Estate (PWD Contract no. 160 / 1960)	________					1960		1962			1	folder(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding work undertaken at Choi Hung Estate as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F									Major Contractors	
SEK-6-239		D04/09	Major Contractors Limited - Government of Hong Kong - Lan Tao Scheme Shek Pik Reservoir contract no. 167/58	________					1958					1	book(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding teh contract for the Shek Pik resevoir as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-240		D04/09	Major Contractors Limited - Government of Hong Kong - Lan Tao Scheme Shek Pik Reservoir appendix to contract no. 167/58	________					1958					1	book(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding teh contract for the Shek Pik resevoir as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-241		D04/09	Major Contractors Limited - Government of Hong Kong - contract no.20 of 1954 Tai Lam Chung Scheme tunnels	________					1954					1	book(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding teh contract for the Tai Lam Chung Scheme as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-242		D04/10	Major Contractors Limited - Government of Hong Kong - Plover Cove Water Scheme: Plover Cove main & subsidiary dams, spillway & reservoir and Tai Mei Tuk Pumping Station	________					1966					1	book(s)	Eng		Formed as a partnership between three leading construction firms: Hongkong Engineering & Construction Co., Ltd., Lam Woo and Co., Ltd., and Cheong Hong Co., Ltd., Major Contractors, Ltd. was awarded the contract for the Tai Lam Chung Water Scheme. The company pursued government contracts and other civil projects in Hong Kong. This file contains administrative correspondence regarding teh contract for the Plover Cove  water scheme as collected by Lawrence Kadoorie in his capacity as director.	1				FALSE	FALSE		SGB 22F										
SEK-6-243	DQ1	D04/10	Q.B. Piggeries Ltd.						1939					1	folder(s)	Eng		From 1938 to 1950, Hong Kong-based Q.B. Piggeries operated facilities and factories related to the production of pig related products. This file contains administrative correposndence and documentation related to the company's early endeavors. In 1940, the company financed the development of a lard refining factory. 	1				FALSE	FALSE		SGB 22F									Q.B. Piggeries Ltd.	
SEK-6-244	EQ1	D04/10	Q.B. Piggeries Ltd.						1940					1	folder(s)	Eng		From 1938 to 1950, Hong Kong-based Q.B. Piggeries operated facilities and factories related to the production of pig related products. This file contains administrative correposndence and documentation related to the company's early endeavors. In 1940, the company financed the development of a lard refining factory. 	1				FALSE	FALSE		SGB 22F			1940						Q.B. Piggeries Ltd.	
SEK-6-245	AS7	D04/10	The Shanghai Kelantan Rubber Estates Limited						1935					1	folder(s)	Eng		The company began operations in the late 1800s during the growth of the Southeast Asian rubber boom. Shanghai Kelantan Rubber Estates. Ltd. was managed by A. R. Burkhill & Sons and held rubber fields in Malaysia. The company went through a difficult period in the early 1920s due to the low prices of rubber on the market. The Kadoories were major shareholders in the company. This file contains administrative correspondence with A.R. Burkhill & Sons and financial reports. 	1				FALSE	FALSE		SGB 22F			1935						The S/hai. Kelantan Rubber Estates Ltd.	
SEK-6-246	ER3	D04/10	Realty Investment Company, Shanghai						1940					1	folder(s)	Eng		Realty Investment Company Federal Inc., USA was based in Shanghai as a property management company. This file contains correspondence between W.A. Adams of Realty Investment Company and the Kadoories. 	1				FALSE	FALSE		SGB 22F			1940							
SEK-6-247	EW1	D04/10	The Yunnan Trading Company - wolfram						1940					1	folder(s)	Eng		Files related to the Kadoorie's assistance in the war effort for the Allied nations be means of procuring wolfram supplies for France. 	1				FALSE	FALSE												
SEK-6-248		D04/10	Justine Trading Limited						1976		1979			1	folder(s)	Eng		One of the "Dress Companies" Sir Elly Continuation invested in during the 1970s, Formed in 1976, Justine Trading preceeded Jacalo as an apparel brand under the Quay Holdings umbrella which exported products to Europe and Asia. Its sister company, Lifestyle, Ltd. exported to the US and operated out of the same premises, sharing staff members and manager Peter Ho. The company was voluntarily wound-up and renamed Cresta Apparel in 1979. Directors included: Sidney Gordon, James Dickson Leach, Kenneth Miller, and William Grimsdale. Files include finance records, audited accounts, and management correspondence. 	1				FALSE	FALSE		SGB 22F			1978						obsolete investment	
SEK-6-249		D04/10	PSC Equipment						1972		1980			1	folder(s)	Eng		A 50 - 50 joint venture between PSC Equipment, Ltd. (UK) and Hongkong Engineering & Construction Co., Ltd., PSC (Hong Kong), Ltd.'s core business was pre-stressed concrete. The company was held by Franki Piling and Engineering Co., Ltd. and it was a publicly traded company on the Hong Kong stock exchange. R.J.C. Hartley was General Manager in 1976 whileWilliam Grimsale was Chairman of the Board and James Dickson Leach was a director.  The company worked to provide pre-stressed technology in the building industry for use in bridges and other civil applications. FIles include management correspondence and financial statements. 	2				FALSE	FALSE		SGB 22F			1980							
SEK-6-250		D04/11	Report and sketches on potential development of KML 10 & KML 91 for the Hong Kong & Kowloon Wharf and Godown Company						1960?					1	folder(s)	Eng			1				FALSE	FALSE												
SEK-6-251		D04/11	Rocky Mountain Institute ; Solar Century ; Wildlife Conservation Society						1998		1999			1	folder(s)	Eng		An active environmentalist, Pier Jacobs collected the brochures, project proposals and correspondence in this file as potential projects. He was interested in supporting projects with an environmental mission. Documents relating to Rocky Mountain INstitute, SOlar Century, and the Wildlife COnservation Society appear in this file. 	2				FALSE	FALSE					1999							
SEK-6-252	M.17-A-1	D04/11	Mocatta Hong Kong						1977		1987			2	folder(s)	Eng		Mocatta Metals Corp.'s primary business was metals trading with a large focus on silver and gold trading in the US market. Lawrence Kadoorie and Sideny Gordon served as directors for Mocatta Hong Kong. This file contains administrative files and correspondence gathered by Lawrence and Sidney in the capacities as directors of the company. 	2				FALSE	FALSE		SGB 24F			1987						partner	29
SEK-6-253	K.11-A-5		Kador Group Australia						1994	0	1998	0	4	3	1	1		Kamirice Holdings Pty., better known as the Kador Group of Companies is engaged in property ownership and management in Australia. Subsidiary companies include: Kador (Aust.) Pty., Ltd., Kador Assets Proprietary, Ltd., Kador Buildings Proprietary, Ltd., Kador Development Proprietary, Ltd., Kador Estates Proprietary, Ltd., Kador Holdings Proprietary, Ltd., Kador Investments Proprietary, Ltd., Boulder Lodge Proprietary, Ltd., Ken Investments Pty., Ltd., Saxon House Proprietary, Ltd. The majority of the group's holdings are small and large commercial spaces with a smaller number of residential units as well. Ken Investments Pty., Ltd., is the only non-property company and acted as a small diversified fund managed by Ken Stonier. Files include administrative correspondence, meeting minutes, financial statements, and annual reports. 	2				TRUE	TRUE		SGB 24F			1998							
SEK-6-254	K.11-A-14		Kador Group Australia						1985	0	1993	0	4	3	1	1		Kamirice Holdings Pty., better known as the Kador Group of Companies is engaged in property ownership and management in Australia. Subsidiary companies include: Kador (Aust.) Pty., Ltd., Kador Assets Proprietary, Ltd., Kador Buildings Proprietary, Ltd., Kador Development Proprietary, Ltd., Kador Estates Proprietary, Ltd., Kador Holdings Proprietary, Ltd., Kador Investments Proprietary, Ltd., Boulder Lodge Proprietary, Ltd., Ken Investments Pty., Ltd., Saxon House Proprietary, Ltd. The majority of the group's holdings are small and large commercial spaces with a smaller number of residential units as well. Ken Investments Pty., Ltd., is the only non-property company and acted as a small diversified fund managed by Ken Stonier. Files include administrative correspondence, meeting minutes, financial statements, and annual reports. 	2				TRUE	TRUE		SGB 24F			1993							
SEK-6-255	K.11-A-14		Kador Group Australia / Kamirice Holdings Pty. Limited						1979	0	1982	0	4	3	1	1		Kamirice Holdings Pty., better known as the Kador Group of Companies is engaged in property ownership and management in Australia. Subsidiary companies include: Kador (Aust.) Pty., Ltd., Kador Assets Proprietary, Ltd., Kador Buildings Proprietary, Ltd., Kador Development Proprietary, Ltd., Kador Estates Proprietary, Ltd., Kador Holdings Proprietary, Ltd., Kador Investments Proprietary, Ltd., Boulder Lodge Proprietary, Ltd., Ken Investments Pty., Ltd., Saxon House Proprietary, Ltd. The majority of the group's holdings are small and large commercial spaces with a smaller number of residential units as well. Ken Investments Pty., Ltd., is the only non-property company and acted as a small diversified fund managed by Ken Stonier. Files include administrative correspondence, meeting minutes, financial statements, and annual reports. 	2				TRUE	TRUE		SGB 24F			1982							
SEK-6-256	K.11-AA-1		Kador Group Australia / Kamirice Holdings Pty. Limited						1995	0	1997	0	4	1	1	1		Kamirice Holdings Pty., better known as the Kador Group of Companies is engaged in property ownership and management in Australia. Subsidiary companies include: Kador (Aust.) Pty., Ltd., Kador Assets Proprietary, Ltd., Kador Buildings Proprietary, Ltd., Kador Development Proprietary, Ltd., Kador Estates Proprietary, Ltd., Kador Holdings Proprietary, Ltd., Kador Investments Proprietary, Ltd., Boulder Lodge Proprietary, Ltd., Ken Investments Pty., Ltd., Saxon House Proprietary, Ltd. The majority of the group's holdings are small and large commercial spaces with a smaller number of residential units as well. Ken Investments Pty., Ltd., is the only non-property company and acted as a small diversified fund managed by Ken Stonier. Files include administrative correspondence, meeting minutes, financial statements, and annual reports. 	2				TRUE	TRUE		SGB 24F			1997							
SEK-6-257	K.20-AB-1		The Sierra Oaks Building: joint venture (The Pacific Group, Ltd.) project with Rabin-Winters						1983	0	1986	0	4	3	1	1			2				TRUE	TRUE		SGB 24F			1986							
SEK-6-258	K.27-A-1		Kadoorie Investments Limited – general						1985	0	1986	0	4	1	1	1		Kador Investments is a holding company for the Kadoorie's overseas property ownership and management companies, the Kador Group of Companies in Australia, and formerly, Kador Investments South Africa. The holding company, managed from Hong Kong, oversees the financial positions of the wholly owned subsidiaries which are managed and operate fairly autonomously.  This file contains general administrative and mangament coorespondence and reports. 	2				TRUE	TRUE		SGB 24F			1986							
SEK-6-259	H.4-A-14		The Wharf (Holdings) 2	_____					1989	0	1990	0	4	2	1	1		Formerly known as Hongkong & Kowloon Wharf & Godown Co., Ltd., this file contains minutes from meetings of the board of directors of Wharf (Holdings), Ltd. The Kadoories held a drictorship within the company for most of the twentieth century.  	2				TRUE	TRUE		SGB 24F			1990							
SEK-6-260	H.19-A-30		Tai Ping Carpets International Ltd.	____					1992	0	1993	0	4	3	1	1		Founded in 1956 by seven influential Hong Kong businessmen including Lawrence Kadoorie, Tai Ping Carpets International, Ltd. began operations as a carpet manufacturer in Hong Kong. The company creates high quality, luxury carpets that are today exported around the world. This file includes records of a subsidiary company, Banyan Tree, Ltd. 	2		Formerly known as Hong Kong Carpets (Holdings) Limited. Approval for name change given at Court Meeting and EGM on January, 1990. Hong Kong Carpets still exists but as a subsidiary of Tai Ping Carpets International Ltd.		TRUE	TRUE		SGB 24F			1993							
